CompanyC
Depot: C1, Transaction Type: Sell, Client: A38, Product: Product C, Total: 13
Depot: C41, Transaction Type: Buy, Client: B29, Product: Product B, Total: 13

Depot: C41, Transaction Type: Sell, Client: B13, Product: Product C, Total: 11

Depot: C41, Transaction Type: Buy, Client: B30, Product: Product B, Total: 7

Depot: C42, Transaction Type: Buy, Client: B32, Product: Product B, Total: 10

Depot: C42, Transaction Type: Sell, Client: B9, Product: Product C, Total: 10

Depot: C42, Transaction Type: Buy, Client: A5, Product: Product A, Total: 4

Depot: C43, Transaction Type: Buy, Client: B22, Product: Product B, Total: 8

Depot: C43, Transaction Type: Sell, Client: B23, Product: Product C, Total: 3

Depot: C43, Transaction Type: Sell, Client: B27, Product: Product C, Total: 3

Depot: C43, Transaction Type: Buy, Client: A28, Product: Product A, Total: 13

Depot: C44, Transaction Type: Buy, Client: A9, Product: Product A, Total: 10

Depot: C44, Transaction Type: Sell, Client: A38, Product: Product C, Total: 8

Depot: C46, Transaction Type: Buy, Client: B13, Product: Product B, Total: 19

Depot: C46, Transaction Type: Sell, Client: B36, Product: Product C, Total: 12

Depot: C46, Transaction Type: Buy, Client: B41, Product: Product B, Total: 13

Depot: C46, Transaction Type: Buy, Client: B48, Product: Product B, Total: 15

Depot: C46, Transaction Type: Sell, Client: A37, Product: Product C, Total: 12

Depot: C46, Transaction Type: Buy, Client: B26, Product: Product B, Total: 15

Depot: C47, Transaction Type: Sell, Client: B6, Product: Product C, Total: 11

Depot: C47, Transaction Type: Buy, Client: A6, Product: Product A, Total: 12

Depot: C47, Transaction Type: Buy, Client: A25, Product: Product A, Total: 6

Depot: C47, Transaction Type: Buy, Client: A15, Product: Product A, Total: 13

Depot: C48, Transaction Type: Buy, Client: A29, Product: Product A, Total: 9

Depot: C48, Transaction Type: Sell, Client: A16, Product: Product C, Total: 11

Depot: C48, Transaction Type: Sell, Client: A24, Product: Product C, Total: 11

Depot: C49, Transaction Type: Sell, Client: A35, Product: Product C, Total: 18

