CompanyB
Depot: B1, Transaction Type: Sell, Client: A45, Product: Product B, Total: 5
Depot: B46, Transaction Type: Sell, Client: A45, Product: Product B, Total: 14

Depot: B47, Transaction Type: Buy, Client: A12, Product: Product A, Total: 9

Depot: B47, Transaction Type: Sell, Client: A23, Product: Product B, Total: 12

Depot: B48, Transaction Type: Sell, Client: A26, Product: Product B, Total: 15

Depot: B48, Transaction Type: Sell, Client: C46, Product: Product B, Total: 15

