CompanyA
Depot: A1, Transaction Type: Buy, Client: C9, Product: Product C, Total: 6
Depot: A32, Transaction Type: Buy, Client: C32, Product: Product C, Total: 5

Depot: A32, Transaction Type: Sell, Client: B33, Product: Product A, Total: 16

Depot: A32, Transaction Type: Buy, Client: B13, Product: Product B, Total: 19

Depot: A32, Transaction Type: Sell, Client: B29, Product: Product A, Total: 16

Depot: A32, Transaction Type: Buy, Client: B23, Product: Product B, Total: 13

Depot: A32, Transaction Type: Sell, Client: C17, Product: Product A, Total: 16

Depot: A32, Transaction Type: Sell, Client: C35, Product: Product A, Total: 16

Depot: A32, Transaction Type: Sell, Client: C23, Product: Product A, Total: 16

Depot: A32, Transaction Type: Buy, Client: C19, Product: Product C, Total: 8

Depot: A32, Transaction Type: Sell, Client: B28, Product: Product A, Total: 16

Depot: A32, Transaction Type: Buy, Client: C16, Product: Product C, Total: 7

Depot: A33, Transaction Type: Buy, Client: B18, Product: Product B, Total: 14

Depot: A33, Transaction Type: Sell, Client: B21, Product: Product A, Total: 8

Depot: A33, Transaction Type: Sell, Client: B44, Product: Product A, Total: 8

Depot: A33, Transaction Type: Sell, Client: C34, Product: Product A, Total: 8

Depot: A33, Transaction Type: Buy, Client: C26, Product: Product C, Total: 13

Depot: A33, Transaction Type: Buy, Client: C16, Product: Product C, Total: 7

Depot: A33, Transaction Type: Buy, Client: C41, Product: Product C, Total: 11

Depot: A33, Transaction Type: Buy, Client: B23, Product: Product B, Total: 13

Depot: A33, Transaction Type: Buy, Client: C17, Product: Product C, Total: 5

Depot: A33, Transaction Type: Buy, Client: C23, Product: Product C, Total: 2

Depot: A34, Transaction Type: Sell, Client: C22, Product: Product A, Total: 11

Depot: A34, Transaction Type: Buy, Client: C19, Product: Product C, Total: 8

Depot: A34, Transaction Type: Buy, Client: B9, Product: Product B, Total: 12

Depot: A34, Transaction Type: Sell, Client: C30, Product: Product A, Total: 11

Depot: A34, Transaction Type: Sell, Client: C19, Product: Product A, Total: 11

Depot: A34, Transaction Type: Buy, Client: B7, Product: Product B, Total: 5

Depot: A34, Transaction Type: Sell, Client: B1, Product: Product A, Total: 11

Depot: A34, Transaction Type: Buy, Client: C11, Product: Product C, Total: 4

Depot: A34, Transaction Type: Buy, Client: B1, Product: Product B, Total: 5

Depot: A34, Transaction Type: Buy, Client: B27, Product: Product B, Total: 7

Depot: A35, Transaction Type: Buy, Client: C49, Product: Product C, Total: 18

Depot: A35, Transaction Type: Sell, Client: C11, Product: Product A, Total: 10

Depot: A35, Transaction Type: Buy, Client: B42, Product: Product B, Total: 3

Depot: A35, Transaction Type: Sell, Client: B20, Product: Product A, Total: 10

Depot: A35, Transaction Type: Buy, Client: B32, Product: Product B, Total: 10

Depot: A35, Transaction Type: Buy, Client: B37, Product: Product B, Total: 8

Depot: A36, Transaction Type: Sell, Client: C19, Product: Product A, Total: 4

Depot: A36, Transaction Type: Sell, Client: C16, Product: Product A, Total: 4

Depot: A36, Transaction Type: Buy, Client: B19, Product: Product B, Total: 13

Depot: A36, Transaction Type: Buy, Client: B18, Product: Product B, Total: 14

Depot: A36, Transaction Type: Buy, Client: C34, Product: Product C, Total: 9

Depot: A36, Transaction Type: Sell, Client: C8, Product: Product A, Total: 4

Depot: A36, Transaction Type: Buy, Client: C33, Product: Product C, Total: 12

Depot: A37, Transaction Type: Buy, Client: C46, Product: Product C, Total: 12

Depot: A37, Transaction Type: Sell, Client: B18, Product: Product A, Total: 15

Depot: A37, Transaction Type: Buy, Client: B38, Product: Product B, Total: 15

Depot: A37, Transaction Type: Buy, Client: B26, Product: Product B, Total: 15

Depot: A38, Transaction Type: Buy, Client: C1, Product: Product C, Total: 13

Depot: A38, Transaction Type: Buy, Client: B33, Product: Product B, Total: 15

Depot: A38, Transaction Type: Buy, Client: B44, Product: Product B, Total: 8

Depot: A38, Transaction Type: Buy, Client: C44, Product: Product C, Total: 8

Depot: A38, Transaction Type: Buy, Client: C24, Product: Product C, Total: 6

Depot: A38, Transaction Type: Sell, Client: B8, Product: Product A, Total: 12

Depot: A39, Transaction Type: Sell, Client: B26, Product: Product A, Total: 15

Depot: A39, Transaction Type: Sell, Client: B25, Product: Product A, Total: 15

Depot: A39, Transaction Type: Buy, Client: C2, Product: Product C, Total: 9

Depot: A39, Transaction Type: Buy, Client: C41, Product: Product C, Total: 11

Depot: A39, Transaction Type: Buy, Client: B27, Product: Product B, Total: 7

Depot: A39, Transaction Type: Sell, Client: B32, Product: Product A, Total: 15

Depot: A39, Transaction Type: Buy, Client: B32, Product: Product B, Total: 10

Depot: A40, Transaction Type: Buy, Client: C40, Product: Product C, Total: 8

Depot: A40, Transaction Type: Buy, Client: B37, Product: Product B, Total: 8

Depot: A40, Transaction Type: Buy, Client: B13, Product: Product B, Total: 19

Depot: A40, Transaction Type: Buy, Client: B32, Product: Product B, Total: 10

Depot: A40, Transaction Type: Sell, Client: B41, Product: Product A, Total: 6

Depot: A40, Transaction Type: Sell, Client: C40, Product: Product A, Total: 6

Depot: A41, Transaction Type: Buy, Client: B40, Product: Product B, Total: 12

Depot: A41, Transaction Type: Buy, Client: C7, Product: Product C, Total: 8

Depot: A41, Transaction Type: Sell, Client: B40, Product: Product A, Total: 5

Depot: A41, Transaction Type: Buy, Client: B32, Product: Product B, Total: 10

Depot: A42, Transaction Type: Buy, Client: B21, Product: Product B, Total: 15

Depot: A42, Transaction Type: Buy, Client: B25, Product: Product B, Total: 6

Depot: A42, Transaction Type: Buy, Client: C28, Product: Product C, Total: 15

Depot: A42, Transaction Type: Buy, Client: C19, Product: Product C, Total: 8

Depot: A43, Transaction Type: Buy, Client: C12, Product: Product C, Total: 8

Depot: A43, Transaction Type: Sell, Client: C22, Product: Product A, Total: 11

Depot: A43, Transaction Type: Sell, Client: B20, Product: Product A, Total: 11

Depot: A44, Transaction Type: Buy, Client: C12, Product: Product C, Total: 8

Depot: A44, Transaction Type: Sell, Client: B36, Product: Product A, Total: 15

Depot: A45, Transaction Type: Buy, Client: B1, Product: Product B, Total: 5

Depot: A45, Transaction Type: Sell, Client: B17, Product: Product A, Total: 6

Depot: A45, Transaction Type: Buy, Client: C33, Product: Product C, Total: 12

Depot: A45, Transaction Type: Buy, Client: C3, Product: Product C, Total: 5

Depot: A45, Transaction Type: Buy, Client: B26, Product: Product B, Total: 15

Depot: A45, Transaction Type: Buy, Client: B46, Product: Product B, Total: 14

Depot: A46, Transaction Type: Buy, Client: C39, Product: Product C, Total: 13

Depot: A46, Transaction Type: Sell, Client: B26, Product: Product A, Total: 10

Depot: A46, Transaction Type: Sell, Client: C7, Product: Product A, Total: 10

Depot: A47, Transaction Type: Sell, Client: C21, Product: Product A, Total: 11

Depot: A47, Transaction Type: Buy, Client: B20, Product: Product B, Total: 3

Depot: A48, Transaction Type: Buy, Client: B25, Product: Product B, Total: 6

Depot: A48, Transaction Type: Sell, Client: C15, Product: Product A, Total: 8

Depot: A48, Transaction Type: Buy, Client: B18, Product: Product B, Total: 14

Depot: A48, Transaction Type: Buy, Client: B14, Product: Product B, Total: 9

Depot: A49, Transaction Type: Sell, Client: B11, Product: Product A, Total: 6

